ID,Lemma,Complement,Precision,URL
19629,Asuel,d',,http://hls-dhs-dss.ch/fr/articles/019629/2007-11-28/
22205,Attenhofer,,,http://hls-dhs-dss.ch/fr/articles/022205/2001-10-25/
24948,Attinger,,,http://hls-dhs-dss.ch/fr/articles/024948/2002-12-19/
19594,Attinghausen,d',,http://hls-dhs-dss.ch/fr/articles/019594/2001-10-22/
25467,Aubert,,,http://hls-dhs-dss.ch/fr/articles/025467/2001-10-17/
24949,Aubert,,,http://hls-dhs-dss.ch/fr/articles/024949/2001-10-31/
19555,Aubonne,d',,http://hls-dhs-dss.ch/fr/articles/019555/2009-10-08/
25468,Audéoud,,,http://hls-dhs-dss.ch/fr/articles/025468/2002-12-20/
22875,Auf der Maur,,,http://hls-dhs-dss.ch/fr/articles/022875/2001-10-18/
20862,Augsburger,,,http://hls-dhs-dss.ch/fr/articles/020862/2001-10-25/
46658,Avanzini,,,http://hls-dhs-dss.ch/fr/articles/046658/2001-11-08/
20470,Avenches,d',,http://hls-dhs-dss.ch/fr/articles/020470/2002-12-20/
20471,Ayent,d',,http://hls-dhs-dss.ch/fr/articles/020471/2001-11-22/
21025,Bachmann,,,http://hls-dhs-dss.ch/fr/articles/021025/2002-01-17/
25058,Bachmann,,,http://hls-dhs-dss.ch/fr/articles/025058/2001-12-20/
25313,Bachmann,,,http://hls-dhs-dss.ch/fr/articles/025313/2001-12-20/
10732,Bachofen,,,http://hls-dhs-dss.ch/fr/articles/010732/2002-11-27/
23488,Baciocchi,,,http://hls-dhs-dss.ch/fr/articles/023488/2020-06-22/
19983,Baden,von,,http://hls-dhs-dss.ch/fr/articles/019983/2001-12-20/
25469,Badollet,,,http://hls-dhs-dss.ch/fr/articles/025469/2001-12-20/
42884,Baechler,,,http://hls-dhs-dss.ch/fr/articles/042884/2001-12-21/
23489,Baggi,,,http://hls-dhs-dss.ch/fr/articles/023489/2001-12-04/
20472,Bagnes,de,,http://hls-dhs-dss.ch/fr/articles/020472/2001-12-03/
22358,Baillod,,,http://hls-dhs-dss.ch/fr/articles/022358/2002-12-23/
22041,Bajol,,,http://hls-dhs-dss.ch/fr/articles/022041/2002-12-23/
25470,Balbani,,,http://hls-dhs-dss.ch/fr/articles/025470/2001-12-27/
20084,Baldegg,von,,http://hls-dhs-dss.ch/fr/articles/020084/2002-11-27/
20432,Baldinger,,,http://hls-dhs-dss.ch/fr/articles/020432/2001-12-27/
25471,Balexert,,,http://hls-dhs-dss.ch/fr/articles/025471/2001-12-19/
24711,Balli,,,http://hls-dhs-dss.ch/fr/articles/024711/2014-12-17/
20062,Ballmoos,von,,http://hls-dhs-dss.ch/fr/articles/020062/2001-12-07/
20085,Ballwil,von,,http://hls-dhs-dss.ch/fr/articles/020085/2011-10-06/
25024,Bally,,,http://hls-dhs-dss.ch/fr/articles/025024/2011-01-19/
19596,Balm,von,,http://hls-dhs-dss.ch/fr/articles/019596/2001-12-11/
25423,Balmer,,,http://hls-dhs-dss.ch/fr/articles/025423/2002-01-03/
22206,Balthasar,,,http://hls-dhs-dss.ch/fr/articles/022206/2001-12-19/
24889,Baratta,,,http://hls-dhs-dss.ch/fr/articles/024889/2002-01-15/
23490,Barberini,,,http://hls-dhs-dss.ch/fr/articles/023490/2002-01-08/
23564,Barberini,,,http://hls-dhs-dss.ch/fr/articles/023564/2017-04-26/
21887,Barbieri,,,http://hls-dhs-dss.ch/fr/articles/021887/2002-01-08/
24890,Barblan,,,http://hls-dhs-dss.ch/fr/articles/024890/2017-03-15/
25472,Barde,,,http://hls-dhs-dss.ch/fr/articles/025472/2004-05-05/
25105,Barman,,,http://hls-dhs-dss.ch/fr/articles/025105/2004-11-04/
23491,Baroffio,,,http://hls-dhs-dss.ch/fr/articles/023491/2002-01-16/
25445,Barraud,,,http://hls-dhs-dss.ch/fr/articles/025445/2004-05-05/
43150,Barth,,,http://hls-dhs-dss.ch/fr/articles/043150/2002-01-11/
22207,Barth,,,http://hls-dhs-dss.ch/fr/articles/022207/2002-01-11/
12441,Bary,de,,http://hls-dhs-dss.ch/fr/articles/012441/2002-11-29/
20003,Basel,Marschalk von,,http://hls-dhs-dss.ch/fr/articles/020003/2002-01-15/
24888,Bassus,de,,http://hls-dhs-dss.ch/fr/articles/024888/2002-05-02/
15972,Battier,,,http://hls-dhs-dss.ch/fr/articles/015972/2002-05-02/
7675,Bauhin,,,http://hls-dhs-dss.ch/fr/articles/007675/2002-05-02/
13864,Baumann,,,http://hls-dhs-dss.ch/fr/articles/013864/2002-04-11/
25082,Baumann,,,http://hls-dhs-dss.ch/fr/articles/025082/2002-05-15/
11929,Baumgartner,,,http://hls-dhs-dss.ch/fr/articles/011929/2002-04-15/
25458,Baumgartner,,,http://hls-dhs-dss.ch/fr/articles/025458/2004-05-06/
21888,Bavier,,,http://hls-dhs-dss.ch/fr/articles/021888/2002-06-18/
22768,Bayer,von,,http://hls-dhs-dss.ch/fr/articles/022768/2002-04-29/
23492,Bazzi,,,http://hls-dhs-dss.ch/fr/articles/023492/2000-12-11/
20826,Beata et clan,,,http://hls-dhs-dss.ch/fr/articles/020826/2002-05-16/
43604,Beaumont,de,,http://hls-dhs-dss.ch/fr/articles/043604/2004-05-06/
24683,Bebié,,,http://hls-dhs-dss.ch/fr/articles/024683/2002-04-25/
21889,Beccaria,,,http://hls-dhs-dss.ch/fr/articles/021889/2001-12-28/
19509,Bechburg,von,,http://hls-dhs-dss.ch/fr/articles/019509/2002-06-08/
22208,Beck,,,http://hls-dhs-dss.ch/fr/articles/022208/2019-08-06/
25010,Beck,,,http://hls-dhs-dss.ch/fr/articles/025010/2002-07-02/
32393,Beder,,,http://hls-dhs-dss.ch/fr/articles/032393/2002-05-27/
20125,Beeli,,,http://hls-dhs-dss.ch/fr/articles/020125/2004-06-10/
20126,Beffano,de,,http://hls-dhs-dss.ch/fr/articles/020126/2002-06-20/
20195,Beggenhofen,von,,http://hls-dhs-dss.ch/fr/articles/020195/2004-04-27/
23493,Bellasi,,,http://hls-dhs-dss.ch/fr/articles/023493/2002-06-10/
20473,Bellevaux,de,,http://hls-dhs-dss.ch/fr/articles/020473/2004-05-10/
22876,Belmont,,,http://hls-dhs-dss.ch/fr/articles/022876/2002-06-29/
19556,Belmont,de,,http://hls-dhs-dss.ch/fr/articles/019556/2002-06-29/
19598,Belmont,von,,http://hls-dhs-dss.ch/fr/articles/019598/2017-03-13/
22042,Belorsier,,,http://hls-dhs-dss.ch/fr/articles/022042/2002-06-29/
19599,Belp-Montagny,de,,http://hls-dhs-dss.ch/fr/articles/019599/2018-02-07/
24891,Bener,,,http://hls-dhs-dss.ch/fr/articles/024891/2002-06-25/
25314,Bengg,,,http://hls-dhs-dss.ch/fr/articles/025314/2004-06-11/
25059,Benker,,,http://hls-dhs-dss.ch/fr/articles/025059/2002-05-23/
20063,Bennenwil,de,,http://hls-dhs-dss.ch/fr/articles/020063/2004-05-11/
24979,Benninger,,,http://hls-dhs-dss.ch/fr/articles/024979/2002-05-23/
22043,Bennot,,,http://hls-dhs-dss.ch/fr/articles/022043/2002-05-23/
25035,Benziger,,,http://hls-dhs-dss.ch/fr/articles/025035/2019-12-10/
25474,Berchem,van,,http://hls-dhs-dss.ch/fr/articles/025474/2012-04-12/
24950,Bergeon,,,http://hls-dhs-dss.ch/fr/articles/024950/2004-11-04/
30777,Berger,,,http://hls-dhs-dss.ch/fr/articles/030777/2004-05-11/
22368,Bergier,,,http://hls-dhs-dss.ch/fr/articles/022368/2004-11-04/
16140,Bergier,,,http://hls-dhs-dss.ch/fr/articles/016140/2004-05-11/
24978,Berlinger,,,http://hls-dhs-dss.ch/fr/articles/024978/2002-06-27/
45480,Bermont,,,http://hls-dhs-dss.ch/fr/articles/045480/2021-04-15/
20196,Bernegg,von,,http://hls-dhs-dss.ch/fr/articles/020196/2004-06-11/
22769,Bernet,,,http://hls-dhs-dss.ch/fr/articles/022769/2004-06-11/
22930,Bernhausen,von,,http://hls-dhs-dss.ch/fr/articles/022930/2011-12-15/
22770,Bernold,,,http://hls-dhs-dss.ch/fr/articles/022770/2002-07-02/
20951,Bernoulli,,,http://hls-dhs-dss.ch/fr/articles/020951/2004-06-11/
23394,Beroldingen,de,,http://hls-dhs-dss.ch/fr/articles/023394/2011-12-15/
20863,Berseth,,,http://hls-dhs-dss.ch/fr/articles/020863/2004-06-14/
21890,Berther,,,http://hls-dhs-dss.ch/fr/articles/021890/2016-03-23/
20827,Berthold et Erchanger d'Alémanie,,,http://hls-dhs-dss.ch/fr/articles/020827/2004-06-11/
24951,Berthoud,,,http://hls-dhs-dss.ch/fr/articles/024951/2017-02-20/
20475,Bertigny,de,,http://hls-dhs-dss.ch/fr/articles/020475/2004-09-29/
24684,Bertschinger,,,http://hls-dhs-dss.ch/fr/articles/024684/2004-06-14/
22835,Besenval,,,http://hls-dhs-dss.ch/fr/articles/022835/2004-06-23/
20183,Besozzi,,,http://hls-dhs-dss.ch/fr/articles/020183/2017-03-14/
23395,Bessler,,,http://hls-dhs-dss.ch/fr/articles/023395/2002-10-03/
22877,Betschart,,,http://hls-dhs-dss.ch/fr/articles/022877/2019-12-10/
58094,Bettschart,,,http://hls-dhs-dss.ch/fr/articles/058094/2019-12-10/
